2022-03-11 15:39:10.811541	practicedata	dataset1.csv	17
2022-03-11 15:39:10.814907	practicedata	dataset2.csv	19
2022-03-20 18:38:17.715007	practicedata	dataset1.csv	17
2022-03-20 18:38:17.717015	practicedata	dataset2.csv	19
2022-03-20 18:38:21.854358	practicedata	dataset1.csv	17
2022-03-20 18:38:21.855639	practicedata	dataset2.csv	19
2022-03-20 19:06:45.155919	practicedata	dataset1.csv	17
2022-03-20 19:06:45.157424	practicedata	dataset2.csv	19
2022-03-20 19:28:24.828045	practicedata	dataset1.csv	17
2022-03-20 19:28:24.829655	practicedata	dataset2.csv	19
2022-03-20 19:34:15.670651	practicedata	dataset1.csv	17
2022-03-20 19:34:15.672182	practicedata	dataset2.csv	19
2022-03-20 19:41:56.485653	practicedata	dataset1.csv	17
2022-03-20 19:41:56.487087	practicedata	dataset2.csv	19
2022-03-20 19:42:26.863099	practicedata	dataset1.csv	17
2022-03-20 19:42:26.864674	practicedata	dataset2.csv	19
2022-03-20 19:42:51.792861	practicedata	dataset1.csv	17
2022-03-20 19:42:51.795170	practicedata	dataset2.csv	19
2022-03-20 20:46:42.777594	practicedata	dataset1.csv	17
2022-03-20 20:46:42.779137	practicedata	dataset2.csv	19
2022-03-20 20:47:00.774549	practicedata	dataset1.csv	17
2022-03-20 20:47:00.776289	practicedata	dataset2.csv	19
2022-03-20 20:47:16.713400	practicedata	dataset1.csv	17
2022-03-20 20:47:16.714754	practicedata	dataset2.csv	19
2022-03-20 21:04:15.062324	practicedata	dataset1.csv	17
2022-03-20 21:04:15.063984	practicedata	dataset2.csv	19
